country,QS Login,Status,seller_id,Task ID,associate_queue,associate,metric_wk_no,associate_action,correct associate action,Associate Key-Driver,Sub-Key driver,Defect Area Associate,QA Comments on Associate Action,Metric name,investigator_task,investigator_queue,investigator,verification_action,correct investigator action,Investigator Key-Driver,Defect Area Investigator,QA Comments on investigator Action,General Notes,Action_correctly_captured,Audit_outcome,associate_resolve date,Type_of_audit,If_data_correctly_captured
country633,QS Login633,Status633,seller_id633,Task ID633,associate_queue633,associate633,48,associate_action633,correct associate action633,Associate Key-Driver633,Sub-Key driver633,Defect Area Associate633,QA Comments on Associate Action633,Metric name633,investigator_task633,investigator_queue633,investigator633,verification_action633,correct investigator action633,Investigator Key-Driver633,Defect Area Investigator633,QA Comments on investigator Action633,General Notes633,Action_correctly_captured633,Audit_outcome633,13/07/2021,Type_of_audit633,If_data_correctly_captured633
country634,QS Login634,Status634,seller_id634,Task ID634,associate_queue634,associate634,48,associate_action634,correct associate action634,Associate Key-Driver634,Sub-Key driver634,Defect Area Associate634,QA Comments on Associate Action634,Metric name634,investigator_task634,investigator_queue634,investigator634,verification_action634,correct investigator action634,Investigator Key-Driver634,Defect Area Investigator634,QA Comments on investigator Action634,General Notes634,Action_correctly_captured634,Audit_outcome634,13/07/2021,Type_of_audit634,If_data_correctly_captured634
country635,QS Login635,Status635,seller_id635,Task ID635,associate_queue635,associate635,48,associate_action635,correct associate action635,Associate Key-Driver635,Sub-Key driver635,Defect Area Associate635,QA Comments on Associate Action635,Metric name635,investigator_task635,investigator_queue635,investigator635,verification_action635,correct investigator action635,Investigator Key-Driver635,Defect Area Investigator635,QA Comments on investigator Action635,General Notes635,Action_correctly_captured635,Audit_outcome635,13/07/2021,Type_of_audit635,If_data_correctly_captured635
country636,QS Login636,Status636,seller_id636,Task ID636,associate_queue636,associate636,48,associate_action636,correct associate action636,Associate Key-Driver636,Sub-Key driver636,Defect Area Associate636,QA Comments on Associate Action636,Metric name636,investigator_task636,investigator_queue636,investigator636,verification_action636,correct investigator action636,Investigator Key-Driver636,Defect Area Investigator636,QA Comments on investigator Action636,General Notes636,Action_correctly_captured636,Audit_outcome636,13/07/2021,Type_of_audit636,If_data_correctly_captured636
country637,QS Login637,Status637,seller_id637,Task ID637,associate_queue637,associate637,48,associate_action637,correct associate action637,Associate Key-Driver637,Sub-Key driver637,Defect Area Associate637,QA Comments on Associate Action637,Metric name637,investigator_task637,investigator_queue637,investigator637,verification_action637,correct investigator action637,Investigator Key-Driver637,Defect Area Investigator637,QA Comments on investigator Action637,General Notes637,Action_correctly_captured637,Audit_outcome637,13/07/2021,Type_of_audit637,If_data_correctly_captured637
country638,QS Login638,Status638,seller_id638,Task ID638,associate_queue638,associate638,48,associate_action638,correct associate action638,Associate Key-Driver638,Sub-Key driver638,Defect Area Associate638,QA Comments on Associate Action638,Metric name638,investigator_task638,investigator_queue638,investigator638,verification_action638,correct investigator action638,Investigator Key-Driver638,Defect Area Investigator638,QA Comments on investigator Action638,General Notes638,Action_correctly_captured638,Audit_outcome638,13/07/2021,Type_of_audit638,If_data_correctly_captured638
country639,QS Login639,Status639,seller_id639,Task ID639,associate_queue639,associate639,48,associate_action639,correct associate action639,Associate Key-Driver639,Sub-Key driver639,Defect Area Associate639,QA Comments on Associate Action639,Metric name639,investigator_task639,investigator_queue639,investigator639,verification_action639,correct investigator action639,Investigator Key-Driver639,Defect Area Investigator639,QA Comments on investigator Action639,General Notes639,Action_correctly_captured639,Audit_outcome639,13/07/2021,Type_of_audit639,If_data_correctly_captured639
country640,QS Login640,Status640,seller_id640,Task ID640,associate_queue640,associate640,48,associate_action640,correct associate action640,Associate Key-Driver640,Sub-Key driver640,Defect Area Associate640,QA Comments on Associate Action640,Metric name640,investigator_task640,investigator_queue640,investigator640,verification_action640,correct investigator action640,Investigator Key-Driver640,Defect Area Investigator640,QA Comments on investigator Action640,General Notes640,Action_correctly_captured640,Audit_outcome640,13/07/2021,Type_of_audit640,If_data_correctly_captured640
country641,QS Login641,Status641,seller_id641,Task ID641,associate_queue641,associate641,48,associate_action641,correct associate action641,Associate Key-Driver641,Sub-Key driver641,Defect Area Associate641,QA Comments on Associate Action641,Metric name641,investigator_task641,investigator_queue641,investigator641,verification_action641,correct investigator action641,Investigator Key-Driver641,Defect Area Investigator641,QA Comments on investigator Action641,General Notes641,Action_correctly_captured641,Audit_outcome641,13/07/2021,Type_of_audit641,If_data_correctly_captured641
country642,QS Login642,Status642,seller_id642,Task ID642,associate_queue642,associate642,48,associate_action642,correct associate action642,Associate Key-Driver642,Sub-Key driver642,Defect Area Associate642,QA Comments on Associate Action642,Metric name642,investigator_task642,investigator_queue642,investigator642,verification_action642,correct investigator action642,Investigator Key-Driver642,Defect Area Investigator642,QA Comments on investigator Action642,General Notes642,Action_correctly_captured642,Audit_outcome642,13/07/2021,Type_of_audit642,If_data_correctly_captured642
country643,QS Login643,Status643,seller_id643,Task ID643,associate_queue643,associate643,48,associate_action643,correct associate action643,Associate Key-Driver643,Sub-Key driver643,Defect Area Associate643,QA Comments on Associate Action643,Metric name643,investigator_task643,investigator_queue643,investigator643,verification_action643,correct investigator action643,Investigator Key-Driver643,Defect Area Investigator643,QA Comments on investigator Action643,General Notes643,Action_correctly_captured643,Audit_outcome643,13/07/2021,Type_of_audit643,If_data_correctly_captured643
country644,QS Login644,Status644,seller_id644,Task ID644,associate_queue644,associate644,48,associate_action644,correct associate action644,Associate Key-Driver644,Sub-Key driver644,Defect Area Associate644,QA Comments on Associate Action644,Metric name644,investigator_task644,investigator_queue644,investigator644,verification_action644,correct investigator action644,Investigator Key-Driver644,Defect Area Investigator644,QA Comments on investigator Action644,General Notes644,Action_correctly_captured644,Audit_outcome644,13/07/2021,Type_of_audit644,If_data_correctly_captured644
country645,QS Login645,Status645,seller_id645,Task ID645,associate_queue645,associate645,48,associate_action645,correct associate action645,Associate Key-Driver645,Sub-Key driver645,Defect Area Associate645,QA Comments on Associate Action645,Metric name645,investigator_task645,investigator_queue645,investigator645,verification_action645,correct investigator action645,Investigator Key-Driver645,Defect Area Investigator645,QA Comments on investigator Action645,General Notes645,Action_correctly_captured645,Audit_outcome645,13/07/2021,Type_of_audit645,If_data_correctly_captured645
country646,QS Login646,Status646,seller_id646,Task ID646,associate_queue646,associate646,48,associate_action646,correct associate action646,Associate Key-Driver646,Sub-Key driver646,Defect Area Associate646,QA Comments on Associate Action646,Metric name646,investigator_task646,investigator_queue646,investigator646,verification_action646,correct investigator action646,Investigator Key-Driver646,Defect Area Investigator646,QA Comments on investigator Action646,General Notes646,Action_correctly_captured646,Audit_outcome646,13/07/2021,Type_of_audit646,If_data_correctly_captured646
country647,QS Login647,Status647,seller_id647,Task ID647,associate_queue647,associate647,48,associate_action647,correct associate action647,Associate Key-Driver647,Sub-Key driver647,Defect Area Associate647,QA Comments on Associate Action647,Metric name647,investigator_task647,investigator_queue647,investigator647,verification_action647,correct investigator action647,Investigator Key-Driver647,Defect Area Investigator647,QA Comments on investigator Action647,General Notes647,Action_correctly_captured647,Audit_outcome647,13/07/2021,Type_of_audit647,If_data_correctly_captured647
country648,QS Login648,Status648,seller_id648,Task ID648,associate_queue648,associate648,48,associate_action648,correct associate action648,Associate Key-Driver648,Sub-Key driver648,Defect Area Associate648,QA Comments on Associate Action648,Metric name648,investigator_task648,investigator_queue648,investigator648,verification_action648,correct investigator action648,Investigator Key-Driver648,Defect Area Investigator648,QA Comments on investigator Action648,General Notes648,Action_correctly_captured648,Audit_outcome648,13/07/2021,Type_of_audit648,If_data_correctly_captured648
